"producto","presentacion","marca","categoria","catalogo","precio","fechaRegistro","cadenaComercial","giro","nombreComercial","direccion","estado","municipio","latitud","longitud"
"CONCENTRADO DE POLLO","FRASCO 450 GR. CALDO","KNORR","CONDIMENTOS","MERCADOS",44.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"BEBIDAS HIDRATANTES","BOTELLA 600 ML. NARANJA. (SPORT BOTTLE)","GATORADE","REFRESCOS ENVASADOS","BASICOS",11.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"REFRESCO","BOTELLA 3 LT. NO RETORNABLE","MANZANA LIFT","REFRESCOS ENVASADOS","BASICOS",13.22,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"REFRESCO","BOTELLA 3.050 LT. NO RETORNABLE","BIG COLA","REFRESCOS ENVASADOS","BASICOS",14.1,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"REFRESCO","BOTELLA 3 LT. NO RETORNABLE. NARANJA","FANTA","REFRESCOS ENVASADOS","BASICOS",13.21,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"REFRESCO","BOTELLA 3 LT. NO RETORNABLE","PEPSI","REFRESCOS ENVASADOS","BASICOS",14.79,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"GELATINA EN POLVO","BOLSA 170 GR. AGUA. LIMON","D'GARI","CHOCOLATES Y GOLOSINAS","BASICOS",6.6,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"POLVO P/BEBIDAS SABOR CHOCOLATE","BOLSA 400 GR.","CHOCO CHOCO","CHOCOLATES Y GOLOSINAS","MERCADOS",19.1,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"SAL MOLIDA DE MESA","BOLSA 1 KG.","LA FINA","CONDIMENTOS","BASICOS",6.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"MAYONESA","FRASCO 390 GR. ESPESITA Y CON JUGO DE LIMON","HELLMANN S","CONDIMENTOS","BASICOS",15.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"MAYONESA","FRASCO 190 GR. CON JUGO DE LIMONES","LA COSTENA","CONDIMENTOS","BASICOS",12.4,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CONCENTRADO DE POLLO","PAQUETE 800 GR CALDO.","KNORR","CONDIMENTOS","BASICOS",62.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"LICUADORAS","BRLY07-Z00 O BRLY07-Z00-013 (NEGRA). VELOCIDADES 2 (AUTOMATICO) 3+2 PULSOS (MANUAL). BASE PLASTICO. VASO VIDRIO","OSTER","APARATOS ELECTRICOS","ELECTRODOMESTICOS",1378,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"LICUADORAS","BLM 2350 P. VELOCIDADES 2+1 PULSO. BASE PLASTICO. VASO PLASTICO","BLACK & DECKER","APARATOS ELECTRICOS","ELECTRODOMESTICOS",298,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"LAVADORAS","WA 15 X7R. 13 KG. IMPULSOR. CENTRIFUGADO","SAMSUNG","APARATOS ELECTRICOS","ELECTRODOMESTICOS",6055,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"EXTRACTORES DE JUGOS Y EXPRIMIDORES","TC1000. EXPRIMIDOR","TAURUS","APARATOS ELECTRICOS","ELECTRODOMESTICOS",198,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CERVEZA","CANASTA CON 6 BOTELLAS DE 355 ML. NO RETORNABLE","INDIO","CERVEZA","BASICOS",52,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CERVEZA","CANASTA CON 6 BOTELLAS DE 325 ML.","BARRILITO","CERVEZA","BASICOS",48.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"JABON DE TOCADOR","BARRA 180 GR.","PALMOLIVE. NEUTRO BALANCE","ARTS. PARA EL CUIDADO PERSONAL","MERCADOS",9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"JABON DE TOCADOR","CAJA CON BARRA 100 GR. RICITOS DE ORO CON MANZANILLA PARA BEBE","GRISI","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",11.7,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"COMPONENTES DE AUDIO","MHC-EX9. CD'S 3 MP3; USB. SIN CASETERA. POTENCIA 5;100 W (PMPO)","SONY","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",3999,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"REFRIGERADORES","RT 45 VNPP (SILVER). 393.2 DM3. 2 PUERTAS HORIZONTAL Y VERTICAL. DESHIELO AUTOMATICO","SAMSUNG","APARATOS ELECTRICOS","ELECTRODOMESTICOS",6899,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"REFRIGERADORES","RT 32 YNPP (SILVER). 273.7 DM3. 2 PUERTAS HORIZONTAL Y VERTICAL. DESHIELO AUTOMATICO","SAMSUNG","APARATOS ELECTRICOS","ELECTRODOMESTICOS",4698,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"PLANCHAS","5002 o 5002-13. VAPOR. SUELA ALUMINIO PULIDO","OSTER","APARATOS ELECTRICOS","ELECTRODOMESTICOS",258,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"NORVAS","CAJA CON 10 TABLETAS DE 5 MG.","PFIZER, S.A. DE C.V.","MEDICAMENTOS","MEDICAMENTOS",165.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CREMA DENTAL","TUBO 100 ML.","COLGATE. MAXIMA PROTECCION ANTICARIES. CON CALCIO","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",13.3,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DESODORANTE","ROLL ON 50 GR.","JOVAN MUSK. FOR MEN","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",21.3,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DESODORANTE","ROLL ON 65 GR. FRESCURA SUAVE","OBAO","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",22.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"RASTRILLOS DESECHABLES","BOLSA CON 5. PRESTO BARBA. ULTRA GRIP. MOVIL","GILLETTE","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",62.27,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"JABON DE TOCADOR","BARRA 90 GR. PARA BEBE. JABON CREMOSO","NIVEA. BABY","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",11,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"POSIPEN","CAJA CON 20 CAPSULAS DE 250 MG.","LABORATORIOS SANFER, S.A. DE C.V.","MEDICAMENTOS","MEDICAMENTOS",156.1,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DALACIN V","TUBO DE 40 GR CON 7 APLICADORES AL 2 %","PHARMACIA & UPJOHN, S.A. DE C.V.","MEDICAMENTOS","MEDICAMENTOS",277.87,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"PROZAC 20","CAJA CON 28  CAPSULAS DE  20 MG","ELI LILLY Y COMPAÑIA DE MEXICO, S.A. DE C.V.","MEDICAMENTOS","MEDICAMENTOS",689.71,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"ATACAND","CAJA CON 14 TABLETAS DE 8 MG.","SIN MARCA","MEDICAMENTOS","MEDICAMENTOS",222,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CO-APROVEL","CAJA CON 28 TABLETAS 300 MG. / 12.5 MG","SIN MARCA","MEDICAMENTOS","MEDICAMENTOS",567.31,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CO-APROVEL","CAJA CON 14 TABLETAS 300 MG. / 25 MG","SIN MARCA","MEDICAMENTOS","MEDICAMENTOS",330,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"AMOXIBRON","CAJA CON 12 CAPSULAS 500 MG./8 MG.","LABORATORIOS SANFER, S.A. DE C.V.","MEDICAMENTOS","MEDICAMENTOS",112,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"NEUGERON","CAJA CON 20  TABLETAS DE  200 MG","ARMSTRONG LABORATORIOS DE MEXICO, S.A DE C.V.","MEDICAMENTOS","MEDICAMENTOS",120.19,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"ASPIRINA","CAJA CON 40 TABLETAS DE 500 MG.","S/M","MEDICAMENTOS","MEDICAMENTOS",15.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"JABON LIMPIADOR","BARRA 350 GR.","VIVA","DETERGENTES Y PRODUCTOS SIMILARES","MERCADOS",10.75,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CECLOR","CAJA CON 15  CAPSULAS DE 250 MG","SIN MARCA","MEDICAMENTOS","MEDICAMENTOS",279.3,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"FLAGENASE 400","CAJA CON 30 CAPSULAS 400 MG.","LABORATORIOS LIOMONT, S.A. DE C.V.","MEDICAMENTOS","MEDICAMENTOS",72.8,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"SISTEMAS DE TEATRO EN CASA HOME THEATER","DAV-TZ210. 1 CD; DOLBY DIGITAL  PRO LOGIC II;  DTS DIGITAL SURROUND; DVD; CD; MP3; JPEG; USB","SONY","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",3298,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DETERGENTE P/ROPA","BOLSA 900 GR. POLVO. ULTRA BLANQUEADOR","ARIEL","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",28.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DETERGENTE P/ROPA","BOLSA 1 KG. POLVO. CON UN TOQUE DE DOWNY","ARIEL","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",24.97,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DETERGENTE P/ROPA","BOLSA 850 GR. POLVO. FRESCURA PRIMAVERAL","BOLD. 2 EN 1","DETERGENTES Y PRODUCTOS SIMILARES","MERCADOS",16.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DETERGENTE P/ROPA","BOLSA 1 KG. POLVO","BLANCA NIEVES","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",17.91,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DETERGENTE P/ROPA","BOLSA 1 KG. POLVO","ARIEL","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",25.4,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"TORTILLA DE HARINA DE TRIGO","BOLSA 12 PIEZAS","TORTILLINAS TIA ROSA","TORTILLAS Y DERIVADOS DEL MAIZ","BASICOS",8.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"TORTILLA DE HARINA DE TRIGO","BOLSA 10 PIEZAS","WONDER","TORTILLAS Y DERIVADOS DEL MAIZ","BASICOS",10.61,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA